venue_name,venue_id,city_name,n_events,n_artists,first_event,last_event
Pit Stop Bar and Grill,1bd02dd0,Barstow,1,1,2022-10-08,2022-10-08
Valhalla Boathouse Theatre,23d220f7,South Lake Tahoe,1,1,2018-08-08,2018-08-08
Ventura Coast Brewing Company,33d060b9,Ventura,1,1,2022-09-24,2022-09-24
Pauley Pavilion,3bd1a0f0,Los Angeles,1,1,2018-09-24,2018-09-24
Private Venue,1bd0c594,Walnut Creek,1,1,2022-10-28,2022-10-28
Little Yellow House,4bd1bb4e,Corona,1,1,2022-12-30,2022-12-30
Private Venue,2bd39c9a,Davis,1,1,2022-11-12,2022-11-12
Redding Roots Revival,2bd1c0ee,Redding,1,1,2022-09-23,2022-09-23
Spanish Landing Park,7bd29a2c,San Diego,1,1,2022-11-05,2022-11-05
The New Farm,73d0ea59,San Francisco,1,1,2022-11-26,2022-11-26
KLOS-FM,33d578e1,Los Angeles,1,1,2022-09-18,2022-09-18
Coyote Sonoma,33d06811,Healdsburg,1,1,2022-09-10,2022-09-10
The Lot at Formosa,4bde9bd6,West Hollywood,1,1,2022-12-15,2022-12-15
ATA Gallery,bd7c98a,San Francisco,1,1,2022-09-03,2022-09-03
Boomtown Lounge,1bde2968,Downieville,1,1,2022-09-24,2022-09-24
Hungarian Cultural Alliance - Magtár,2bd05c56,Los Angeles,1,1,2022-10-07,2022-10-07
The Six,6bd1daae,Ventura,1,1,2021-12-22,2021-12-22
Los Arcos Night Club,7bde8680,Fresno,1,1,2022-11-11,2022-11-11
Junior High,2bd1601a,Glendale,1,1,2021-12-11,2021-12-11
The Majestic Downtown,7bd0e27c,Los Angeles,1,1,2022-09-10,2022-09-10
Bernardo Winery,4bd21fa2,San Diego,1,1,2018-08-12,2018-08-12
Chapman University,3bd39854,Orange,1,1,2022-10-05,2022-10-05
Brewsters,43d3532b,Livermore,1,1,2020-08-13,2020-08-13
Wilson Theater,1bd39d58,Fresno,1,1,2022-09-20,2022-09-20
OVY Camp,3bd3d800,San Gregorio,1,1,2019-10-12,2019-10-12
Calaveras County Fairgrounds,2bd6309a,Angels Camp,1,1,2022-09-24,2022-09-24
Bang Bang,7bd586f8,San Diego,1,1,2020-02-01,2020-02-01
Inkonsiderate Boardwalk,2bd194e2,Riverside,1,1,2022-12-17,2022-12-17
Cosmic Vinyl,33d2c8d5,Los Angeles,1,1,2020-10-24,2020-10-24
ETA,4bd05bd6,Los Angeles,1,1,2022-10-19,2022-10-19
Starling Bar,3bd3e498,Sonoma,1,1,2019-09-21,2019-09-21
Toby's Feed Barn,33d1ac5d,Point Reyes Station,1,1,2022-11-19,2022-11-19
Divine,23de649f,Oakland,1,1,2020-11-13,2020-11-13
Pure Nightclub,23d38c03,Sunnyvale,1,1,2022-10-22,2022-10-22
"",3d32dbb,Sutter Creek,1,1,2020-02-08,2020-02-08
Ireland's 32,63d54e8f,Los Angeles,1,1,2022-09-17,2022-09-17
"",bd1f9ee,Orange County,1,1,2020-11-20,2020-11-20
Oakdale Rodeo Grounds,23d06c7f,Oakdale,1,1,2022-08-27,2022-08-27
Curtis Theatre,1bd2e114,Brea,1,1,2020-08-12,2020-08-12
Taylor Junction,2bd0449e,Joshua Tree,1,1,2022-09-10,2022-09-10
Ferment Drink Repeat Brewery,4bd3d3ea,San Francisco,1,1,2020-02-08,2020-02-08
Rock Church,43d7c7f7,San Diego,1,1,2022-10-08,2022-10-08
LIT - Bar and Lounge,6bd336a6,Indio,1,1,2020-01-24,2020-01-24
Twin Lotus Thai,2bd040b6,Sacramento,1,1,2022-12-10,2022-12-10
Bay Area Stage Theatre,3bdeec38,Vallejo,1,1,2020-01-11,2020-01-11
Greater Bethany Community Church City of Refuge,7bd44ad8,Gardena,1,1,2019-12-15,2019-12-15
Fantracks Digital Studio,6bd36606,Burbank,1,1,2020-07-18,2020-07-18
Staglin Family Vineyard,6bd11642,Rutherford,1,1,2019-09-14,2019-09-14
Soulection Radio,5bd0cf50,Long Beach,1,1,2020-09-10,2020-09-10
Cedar Center for the Arts,7bd29a68,Lancaster,1,1,2019-12-28,2019-12-28
DrumChannel Studio,6bd306da,Oxnard,1,1,2020-08-16,2020-08-16
David & Dorothea Garfield Theatre,bd509be,La Jolla,1,1,2019-09-19,2019-09-19
"Ultimate Studios, Inc.",63d0e2af,Los Angeles,1,1,2020-08-19,2020-08-19
SpiritHouse Studios,33d348e5,Los Angeles,1,1,2020-11-19,2020-11-19
Back to the Grind,6bd27e12,Riverside,1,1,2020-03-08,2020-03-08
Napa Valley Opera House,5bd673f4,Napa,1,1,2019-10-13,2019-10-13
Bow Wow Haus,43d323af,San Diego,1,1,2020-02-29,2020-02-29
Palm Springs Air Museum,23d39897,Palm Springs,1,1,2019-11-09,2019-11-09
Sutter Creek Provisions,6bd0e2be,Sutter Creek,1,1,2020-01-25,2020-01-25
Revel Revel,1bd059c4,San Diego,1,1,2022-10-09,2022-10-09
California Institute of the Arts,53d39325,Santa Clarita,1,1,2020-08-04,2020-08-04
Gestalt Haus,73d3a289,Fairfax,1,1,2019-10-14,2019-10-14
Abbey San Encino,53d18fad,Los Angeles,1,1,2020-05-01,2020-05-01
The Elegant Pub,3bd0f8e8,San Jose,1,1,2019-10-11,2019-10-11
Bakersfield Racquet Club,53d33335,Bakersfield,1,1,2020-01-31,2020-01-31
"",33d3e419,Orangevale,1,1,2018-11-10,2018-11-10
New Bohemia Brewing Co.,3d04533,Santa Cruz,1,1,2020-01-31,2020-01-31
Popsicle Studio LA,6bd0fe42,Los Angeles,1,1,2018-11-05,2018-11-05
Topanga State Park,1bd349cc,Topanga,1,1,2020-11-21,2020-11-21
Private venue,1bdfa97c,Porterville,1,1,2022-12-17,2022-12-17
ALT94.7 Studios,63d332a3,Sacramento,1,1,2020-02-04,2020-02-04
Rök House Brewing Company,43d007d7,Upland,1,1,2022-08-26,2022-08-26
"Your California Live, ABC10 Studios",43d05ba7,Sacramento,1,1,2020-01-10,2020-01-10
DH Compound,23d3086f,Huntington Beach,1,1,2020-05-01,2020-05-01
"",4bd4cfee,Mill Valley,1,1,2020-01-11,2020-01-11
Still Smoking,2bd218a6,Modesto,1,1,2018-08-24,2018-08-24
The Shop,3bd35c38,Oakland,1,1,2020-01-25,2020-01-25
"",7bd4bec0,Santa Clara,1,1,2022-10-07,2022-10-07
Sacramento Comedy Spot,7bd312a8,Sacramento,1,1,2020-02-14,2020-02-14
1162 Art Gallery,43d3b3db,Los Angeles,1,1,2018-11-09,2018-11-09
The Beehive,63d35213,Los Angeles,1,1,2020-08-01,2020-08-01
Poet & Patriot Irish Pub,33d2dcad,Santa Cruz,1,1,2018-11-17,2018-11-17
Whitefire Theatre,2bd378ce,Los Angeles,1,1,2020-06-13,2020-06-13
Mal's Bar,2bd3bc86,Los Angeles,1,1,2018-08-24,2018-08-24
Howard Stern Show,63d3e223,Los Angeles,1,1,2019-10-09,2019-10-09
All Def Music Studios,4bd0cf52,Los Angeles,1,1,2018-12-11,2018-12-11
Farmer's Daughter Hotel,bd35d86,Los Angeles,1,1,2019-10-05,2019-10-05
Los Candiles,63d21ebf,Los Angeles,1,1,2018-08-16,2018-08-16
Outdoor Stage,6bdfa272,Pioneertown,1,1,2019-09-07,2019-09-07
Port of Stockton,7bd0e69c,Stockton,1,1,2018-11-01,2018-11-01
AMSDConcerts @ SCC,63d3d27b,Bonita Lake,1,1,2019-11-17,2019-11-17
The Ranch,2bd120ce,Tiburon,1,1,2018-09-22,2018-09-22
Auberge du Soleil,1bd3e598,Rutherford,1,1,2019-09-22,2019-09-22
S. Mark Taper Foundation Amphitheatre,13d3a515,Beverly Hills,1,1,2018-08-04,2018-08-04
Cubberley Community Center,5bd7d3cc,Palo Alto,1,1,2019-11-16,2019-11-16
Memorial Park,3d4ed5f,Hayward,1,1,2018-09-30,2018-09-30
Lawrence J. Ellison Institute for Transformative Medicine of USC,33d00805,Beverly Hills,1,1,2019-10-24,2019-10-24
Obscure Lounge,53d4e36d,Los Angeles,1,1,2018-08-05,2018-08-05
Patch Coffee Co.,7bdec234,Lake Forest,1,1,2019-10-06,2019-10-06
Blackbird,13d3b95d,Chico,1,1,2018-08-08,2018-08-08
Black Rabbit Rose,23d2408f,Los Angeles,1,1,2019-11-12,2019-11-12
Beatniks Coffee House & Breakfast Joint,2bd208c2,Chico,1,1,2018-09-07,2018-09-07
The Oakland Riviera,3d3f1cb,Oakland,1,1,2019-08-31,2019-08-31
New Life Bible Church,bd2590e,Sonora,1,1,2018-12-21,2018-12-21
All Saints,6bd3f6ae,Beverly Hills,1,1,2019-08-27,2019-08-27
Napa County Fairgrounds,43d0b37f,Calistoga,1,1,2018-08-12,2018-08-12
Golden State Library,63d08287,City of El Segundo,1,1,2019-09-05,2019-09-05
Zeitgeist,6bd092fe,San Francisco,1,1,2022-09-04,2022-09-04
LA Live,5bd2eb18,Los Angeles,1,1,2019-10-22,2019-10-22
Liberty Sports Bar And Grill,13d389c5,Mammoth Lakes,1,1,2018-12-28,2018-12-28
Pro Arts Gallery,43d1273b,Oakland,1,1,2019-11-03,2019-11-03
Simi Valley Civic Center Park,53d24f21,Simi Valley,1,1,2018-11-10,2018-11-10
BMG Offices,5bd3d32c,Los Angeles,1,1,2019-11-14,2019-11-14
DesignerCon,23d26873,Anaheim,1,1,2018-11-17,2018-11-17
Birch Aquarium at Scripps,3bd39c64,La Jolla,1,1,2019-09-18,2019-09-18
Loomis Park Plaza,4bd063c2,Loomis,1,1,2022-10-01,2022-10-01
Northgate Mall,73d48a95,San Rafael,1,1,2019-08-16,2019-08-16
TJ Farms Estate,23d27c03,Chico,1,1,2018-09-29,2018-09-29
Shoreline Park,33d114b9,Tiburon,1,1,2019-09-21,2019-09-21
Avenue,bd2c156,Los Angeles,1,1,2018-09-17,2018-09-17
"Freud Playhouse, Macgowan Hall, UCLA",7bd7d6b0,Los Angeles,1,1,2019-09-07,2019-09-07
Ike's Place,13d261a1,Chico,1,1,2018-12-02,2018-12-02
Waldie Plaza,73d0e695,Antioch,1,1,2018-08-18,2018-08-18
Klein Family Field,73d0e691,Stockton,1,1,2018-09-22,2018-09-22
Lestat's West Music Venue,2bd134fe,San Diego,1,1,2018-08-04,2018-08-04
San Bernardino International Airport,73d0621d,San Bernardino,1,1,2018-11-03,2018-11-03
"KCSN Studio, Westfield Topanga",33d29429,Los Angeles,1,1,2019-08-14,2019-08-14
The Playstation Music Space,23d06c6f,San Francisco,1,1,2018-11-12,2018-11-12
The Vortex,23d7dc3b,Los Angeles,1,1,2018-08-25,2018-08-25
Weber Rations,5bd3bf1c,Los Angeles,1,1,2018-09-20,2018-09-20
Private Venue,6bd3d296,San Leandro,1,1,2019-11-21,2019-11-21
Marin Humane Society,2bd76c8e,Novato,1,1,2018-09-30,2018-09-30
Village Recorders,5bd5cb24,West Hollywood,1,1,2018-08-09,2018-08-09
Silo's,73d75eed,Napa,1,1,2018-10-28,2018-10-28
The Lodge,4bd59382,Canyon Lake,1,1,2018-09-15,2018-09-15
Woodacre Improvement Club,2bd26016,Woodacre,1,1,2018-12-08,2018-12-08
Skirball Cultural Center,33d65c69,Los Angeles,1,1,2018-08-23,2018-08-23
De Oro Mine Co,bd2a106,Spring Valley,1,1,2018-11-19,2018-11-19
The Original Farmers Market,13d1355d,Los Angeles,1,1,2018-12-28,2018-12-28
Grand Performance Program,33d54841,Los Angeles,1,1,2018-08-11,2018-08-11
The Upper Room - A Christian Coffeehouse,73d21a89,Mission Viejo,1,1,2018-08-25,2018-08-25
Orange Terrace Community Center,33d3e0c5,Riverside,1,1,2018-08-07,2018-08-07
Lennon Rehearsal Studios,73d25275,San Francisco,1,1,2018-12-12,2018-12-12
Artist Collective,4bd20b42,Los Angeles,1,1,2018-09-13,2018-09-13
The Fifth,7bd3be94,Anaheim,1,1,2019-09-15,2019-09-15
Cache Creek Vineyards and Winery,bd191b6,Clearlake Oaks,1,1,2018-08-25,2018-08-25
Mill Valley Community Center,2bd23c76,Mill Valley,1,1,2018-12-31,2018-12-31
Kentucky Mine Museum,63de2e2f,Sierra City,1,1,2022-08-27,2022-08-27
Catalina Casino,23d3948f,Avalon,1,1,2018-10-20,2018-10-20
Berkeley Horticulture Nursery,6bde2e3a,Berkeley,1,1,2022-10-29,2022-10-29
72andSunny,6bd266a6,Los Angeles,1,1,2018-12-01,2018-12-01
"",bd3998e,Northridge,1,1,2022-08-26,2022-08-26
The Graduate,33d65809,San Luis Obispo,1,1,2018-10-31,2018-10-31
Whammy! Analog Media,2bd04c46,Los Angeles,1,1,2022-11-09,2022-11-09
The Swallow's Inn,1bd261f0,San Juan Capistrano,1,1,2018-12-02,2018-12-02
Pasea Hotel,13d359e5,Huntington Beach,1,1,2020-09-24,2020-09-24
NeueHouse Hollywood,33d12c39,Los Angeles,1,1,2018-12-08,2018-12-08
Naughty Pine Brewing Company,43deefaf,Thousand Oaks,1,1,2022-11-19,2022-11-19
Old Customhouse,33d208c1,Monterey,1,1,2018-09-14,2018-09-14
Garcia Center For The Arts,6bd18a86,San Bernardino,1,1,2022-09-16,2022-09-16
Serramonte Mall,bde25c6,Daly City,1,1,2018-08-18,2018-08-18
"Delta Room, House of Blues",1bd595a8,San Diego,1,1,2022-12-03,2022-12-03
Private Venue,3d2215f,Modesto,1,1,2018-08-04,2018-08-04
Solaris Beer & Blending,1bd05d58,Murrieta,1,1,2022-10-01,2022-10-01
Capitol Records Studio,5bd60fd4,Los Angeles,1,1,2018-08-08,2018-08-08
Bird School,53def345,San Francisco,1,1,2022-11-21,2022-11-21
Proactiv Patio Sessions,73d24e91,Los Angeles,1,1,2018-12-05,2018-12-05
The Pearl,53d06315,San Francisco,1,1,2022-09-20,2022-09-20
Club Car Bar,23d10c1f,Templeton,1,1,2018-08-28,2018-08-28
Traffic Records,3bd064a4,Atascadero,1,1,2022-09-17,2022-09-17
Red Studios,1bd5c99c,Los Angeles,1,1,2022-12-15,2022-12-15
Boulevard Park Neighborhood,53d063c1,Sacramento,1,1,2022-10-01,2022-10-01
Naggiar Vineyards,3bdec4ac,Grass Valley,1,1,2022-10-15,2022-10-15
Silverado Park,33d0cc81,Long Beach,1,1,2022-08-28,2022-08-28
SoCal Sound Studios,7bdeb228,Los Angeles,1,1,2022-09-15,2022-09-15
Denmark Street Barn,1bd00d9c,Sonoma,1,1,2022-10-09,2022-10-09
The Cliff,bd33dda,Laguna Beach,1,1,2019-12-28,2019-12-28
King Bar,1bd1e1fc,Lancaster,1,1,2022-10-01,2022-10-01
The North End,4bd00702,Los Angeles,1,1,2022-09-28,2022-09-28
Poppy,33d04c35,Los Angeles,1,1,2022-11-10,2022-11-10
Kinky Kontrol,73d042e5,Los Angeles,1,1,2022-12-10,2022-12-10
The King,23d0588b,Lancaster,1,1,2022-10-01,2022-10-01
Salton City Surf Club,13d13555,Salton City,1,1,2022-12-10,2022-12-10
Flight Deck Sports Bar & Grill,23d05c63,South Lake Tahoe,1,1,2022-08-24,2022-08-24
Moraga Commons Park,3bd48cd8,Moraga,1,1,2022-09-10,2022-09-10
Riverwood Arts,23d0d0eb,Los Angeles,1,1,2021-12-17,2021-12-17
Bel Air Bay Club,2bd7448a,Los Angeles,1,1,2022-09-04,2022-09-04
State Theatre,33d79c09,Modesto,1,1,2020-02-13,2020-02-13
Pink Haus,33d134fd,San Diego,1,1,2022-11-12,2022-11-12
Elohim's House,63d3129b,Los Angeles,1,1,2020-04-18,2020-04-18
Private Venue,3bd0508c,Los Angeles,1,1,2022-12-02,2022-12-02
Malibu Music Room,3d0d1b3,Malibu,1,1,2020-02-12,2020-02-12
ShowBiz Studios,63d3eeef,Los Angeles,1,1,2019-09-13,2019-09-13
Malibu High School,7bd34a84,Malibu,1,1,2020-12-04,2020-12-04
Benchmark Climbing,63d0522f,Berkeley,1,1,2022-11-05,2022-11-05
Raine Maida’s House,7bd07290,Los Angeles,1,1,2020-08-20,2020-08-20
Cold Crush,7bd11688,Lancaster,1,1,2022-09-07,2022-09-07
Main Street Restaurant,5bd00bdc,Yorba Linda,1,1,2020-11-05,2020-11-05
Musiclandria,bde297e,Sacramento,1,1,2022-11-18,2022-11-18
The Merc,4bd48b96,Temecula,1,1,2022-12-09,2022-12-09
Museum of Contemporary Art San Diego,23d478cb,La Jolla,1,1,2022-09-10,2022-09-10
Full Psycho,1bd37514,Los Angeles,1,1,2020-06-20,2020-06-20
Impulse Music Co.,33d1bc89,Santa Clarita,1,1,2022-12-17,2022-12-17
The Elks Lodge,6bd5d6ba,San Mateo,1,1,2020-02-28,2020-02-28
"University of California, Santa Cruz",1bd38d84,Santa Cruz,1,1,2022-11-19,2022-11-19
Factory 93,4bd5477e,Los Angeles,1,1,2020-02-29,2020-02-29
Emerald Glen Park,7bd0e688,Dublin,1,1,2022-09-10,2022-09-10
Pachyderm Station,3bd34430,Sebastopol,1,1,2020-12-11,2020-12-11
ApCal Winery,3bd42824,Madera,1,1,2022-09-09,2022-09-09
Sue Carter Community Room in The El Segundo Public Library,53d183fd,City of El Segundo,1,1,2020-01-18,2020-01-18
The Autry,73d52291,Los Angeles,1,1,2022-09-03,2022-09-03
Salty Bear Brewing Company,53d357e1,Costa Mesa,1,1,2020-10-15,2020-10-15
The Best Show,53d05705,Los Angeles,1,1,2022-10-25,2022-10-25
"",2bd39866,Ojai,1,1,2020-12-13,2020-12-13
Historic Hemet Theater,6bd0fa42,Hemet,1,1,2022-11-19,2022-11-19
Dreamstage,23d3507b,Los Angeles,1,1,2020-10-23,2020-10-23
Happy Hour SC,4bd153ea,Los Angeles,1,1,2022-10-21,2022-10-21
Eureka Municipal Auditorium,73d3aa9d,Eureka,1,1,2020-02-29,2020-02-29
Pageant Theatre,6bd06636,Chico,1,1,2022-09-13,2022-09-13
Dignity Health Sports Park,7bd39ee8,Carson,1,1,2020-09-12,2020-09-12
Special Events Center,73d182e5,Indio,1,1,2022-10-08,2022-10-08
Maguey's,4bd3db66,Commerce,1,1,2019-10-24,2019-10-24
Silver Dollar Fairgrounds,2bd73c96,Chico,1,1,2021-12-11,2021-12-11
Shaun Diamond Plaza,23d06033,Pomona,1,1,2019-10-08,2019-10-08
Citystock,1bd3e500,Encino Reservoir,1,1,2019-09-22,2019-09-22
Sean Parker’s Home,63d33aaf,Los Angeles,1,1,2019-12-03,2019-12-03
E. Sierra Madre Boulevard,73d32211,Pasadena,1,1,2020-01-01,2020-01-01
The Queen Mary,6bd6028a,Long Beach,1,1,2019-08-24,2019-08-24
Macchia Wines,53d01355,Acampo,1,1,2019-11-23,2019-11-23
The Colony Theater,5bd07b58,Burbank,1,1,2020-01-25,2020-01-25
August Coppola Theatre,7bde3630,San Francisco,1,1,2020-03-06,2020-03-06
The Pearl,2bd0402a,Locke,1,1,2022-12-09,2022-12-09
The Highlight Room,5bd00f1c,Los Angeles,1,1,2020-06-17,2020-06-17
"",3d235f7,Simi Valley,1,1,2019-08-24,2019-08-24
Resource Center For Nonviolence,7bd3dad4,Santa Cruz,1,1,2020-02-08,2020-02-08
Harley-Davidson of Santa Clarita,2bd3d0f2,Santa Clarita,1,1,2019-11-10,2019-11-10
Private Venue,4bd367fe,Sebastopol,1,1,2020-03-06,2020-03-06
Private Venue,bd315b2,Los Gatos,1,1,2020-04-02,2020-04-02
MelodyVR,bd3758a,Los Angeles,1,1,2020-06-23,2020-06-23
Peralta Annex,73d3f2c5,Oakland,1,1,2019-09-08,2019-09-08
Beverly Hills High School,2bd1142a,Beverly Hills,1,1,2020-02-20,2020-02-20
Yucaipa Performing Arts Center - Outdoor Stage,63d3e6cb,Yucaipa,1,1,2019-10-04,2019-10-04
Fatty's,33d340dd,Los Angeles,1,1,2020-09-19,2020-09-19
Downtown Ukiah,33d114bd,Ukiah,1,1,2019-10-19,2019-10-19
Slo Donut Co.,13d52985,San Luis Obispo,1,1,2020-01-24,2020-01-24
Leonardos HP,bd0a5b6,Huntington Park,1,1,2019-11-15,2019-11-15
"University of California, San Diego",7bd29a04,San Diego,1,1,2020-10-24,2020-10-24
Minnesota Street Project,13d375c9,San Francisco,1,1,2019-09-05,2019-09-05
Private Venue,13d35185,Lido Isle,1,1,2020-10-18,2020-10-18
Diablo's Music Lounge,3bd354c4,Anaheim,1,1,2019-09-06,2019-09-06
Marshall Grange Hall,13d2b121,Garden Valley,1,1,2020-01-10,2020-01-10
Arts District Liberty Station,6bd3dede,San Diego,1,1,2019-10-18,2019-10-18
Lakeside Park,33d284d5,Oakland,1,1,2020-10-03,2020-10-03
Conway Recording Studios,73d3f255,Los Angeles,1,1,2019-09-04,2019-09-04
Amoeba Music,43d7430b,Berkeley,1,1,2019-08-24,2019-08-24
Santa Monica Bay Woman's Club,43d27f5b,Santa Monica,1,1,2019-12-14,2019-12-14
Soper-Reese Community Theatre,23d39cc7,Lakeport,1,1,2019-12-14,2019-12-14
"",43d28b63,Alpine,1,1,2019-12-16,2019-12-16
Tavern on Fourth,33d178a9,San Rafael,1,1,2019-12-13,2019-12-13
Cesar Chavez Park and Plaza,4bd393aa,Sacramento,1,1,2019-09-13,2019-09-13
Chukchansi Gold Resort & Casino,13d71195,Coarsegold,1,1,2019-09-07,2019-09-07
Lower Sproul Plaza,53d60f71,Berkeley,1,1,2018-10-19,2018-10-19
Flappers Comedy Club and Restaurant,13d13529,Burbank,1,1,2019-12-02,2019-12-02
The Venice Beach Bar,63d272cf,Venice,1,1,2018-11-09,2018-11-09
Hollywood Boulevard,3bd4d8e4,Los Angeles,1,1,2019-10-25,2019-10-25
Grandma Rancho's,1bdf8950,Moorpark,1,1,2018-10-27,2018-10-27
Wood Music Studio,3d3117b,Los Angeles,1,1,2019-12-31,2019-12-31
Jackson Park Ranch,7bd20ed8,Sonoma,1,1,2018-09-15,2018-09-15
Union Square Live,73d3a2dd,San Francisco,1,1,2019-08-21,2019-08-21
Manzanita Place,53d27335,Chico,1,1,2018-10-21,2018-10-21
"",13d595d9,Calabasas,1,1,2019-12-24,2019-12-24
Bird & Beckett,53d2d3d9,San Francisco,1,1,2018-09-28,2018-09-28
Museum of Latin American Art,7bd39ef8,Long Beach,1,1,2019-10-11,2019-10-11
"Dimple Records, Arden Way",53d7abe9,Sacramento,1,1,2018-11-30,2018-11-30
My Yard Live,6bd16a32,San Marcos,1,1,2019-09-21,2019-09-21
Grant & Green Saloon,2bd7100e,San Francisco,1,1,2022-12-02,2022-12-02
Alibi Ale Works,43d3f35f,Truckee,1,1,2019-10-19,2019-10-19
Lake Almanor Country Club Bandshell,23d39cfb,Lake Almanor Country Club,1,1,2018-08-04,2018-08-04
Corinthian Yacht Club,23d3d807,Tiburon,1,1,2019-09-28,2019-09-28
Arcata Community Center,43d7932b,Arcata,1,1,2018-09-05,2018-09-05
E.M. Wolfman General Interest Small Bookstore,53de3fd1,Oakland,1,1,2019-11-30,2019-11-30
Clifton's Republic,23de6c5f,Los Angeles,1,1,2018-10-25,2018-10-25
"University of California, Berkeley",5bd2975c,Berkeley,1,1,2019-08-31,2019-08-31
The Viaduct,63d2becb,Los Angeles,1,1,2018-10-19,2018-10-19
Sofar Sounds,bdf89e2,Santa Barbara,1,1,2019-11-25,2019-11-25
Los Angeles Regional Food Bank,2bd0d8ce,Los Angeles,1,1,2018-12-22,2018-12-22
Penny Lane Centers - North Hollywood,2bd3c4fe,Los Angeles,1,1,2019-08-23,2019-08-23
Nourse Theater,43d397db,San Francisco,1,1,2018-09-10,2018-09-10
"Capradio, KXJC Studios",33d004f9,Sacramento,1,1,2019-12-16,2019-12-16
Millpond Park,3d3893b,Bishop,1,1,2018-09-23,2018-09-23
Embassy Suites,2bd3d806,Sacramento,1,1,2019-09-21,2019-09-21
Cascade Lounge,bd13556,Palm Springs,1,1,2022-10-13,2022-10-13
Private Venue,73d0824d,Watsonville,1,1,2019-08-23,2019-08-23
Hard Rock Cafe,7bd7f200,Los Angeles,1,1,2022-10-21,2022-10-21
First United Methodist Church,6bd2eede,Pasadena,1,1,2019-08-30,2019-08-30
Joshua Tree Lake RV & Campground,bd39dae,Joshua Tree,1,1,2022-10-07,2022-10-07
Idle Hour,63d2f2cf,Los Angeles,1,1,2019-11-10,2019-11-10
Los Angeles Marriott Burbank Airport,2bd37c8e,Burbank,1,1,2022-10-15,2022-10-15
The Tartan Room,1bd33dd8,Orange,1,1,2019-12-28,2019-12-28
Dying Breed Brewing,53d01b11,Oakdale,1,1,2022-11-12,2022-11-12
Borderline Bar & Grill,4bd40f1a,Thousand Oaks,1,1,2018-10-26,2018-10-26
The Saloon,73d71215,San Francisco,1,1,2022-09-04,2022-09-04
Mayflower Club,1bd135a8,Los Angeles,1,1,2018-11-30,2018-11-30
Cathedral City Community Amphitheater,1bd04908,Cathedral City,1,1,2022-11-18,2022-11-18
Church of the 8th Day,43d0375f,Los Angeles,1,1,2018-12-23,2018-12-23
High Water Brewing Inc.,7bd0d6a0,Lodi,1,1,2021-12-11,2021-12-11
The Lamb Wedding,33d27c01,Chico,1,1,2018-10-06,2018-10-06
The Elysian,53d0d3c9,Los Angeles,1,1,2021-12-18,2021-12-18
Camarillo Air Show,1bd1fd8c,Camarillo,1,1,2018-08-18,2018-08-18
Chabot Space and Science Center,bd43d6e,Oakland,1,1,2022-09-02,2022-09-02
Four Seasons Hotel,43d42ba7,Beverly Hills,1,1,2018-10-29,2018-10-29
The Baltic Kiss,4bd1e7f2,Richmond,1,1,2022-09-16,2022-09-16
Suzuran Bar & Grill,23d3e883,Gardena,1,1,2018-10-11,2018-10-11
Treasure Island,4bd6db1a,San Francisco,1,1,2022-10-15,2022-10-15
Calimucho Screen Printing,3bd25cfc,San Pedro,1,1,2018-12-07,2018-12-07
UC Santa Barbara Events Center,bd171aa,University of California Santa Barbara Campus,1,1,2022-10-15,2022-10-15
Harold J. Miossi CPAC at Cuesta College,43d18faf,San Luis Obispo,1,1,2018-11-04,2018-11-04
United Irish Cultural Center,3bd5fcec,San Francisco,1,1,2021-12-04,2021-12-04
Parducci Wine Cellars,73d2beb1,Ukiah,1,1,2018-08-04,2018-08-04
Nile Cafe,3d0d17f,Fremont,1,1,2021-12-12,2021-12-12
"",73d25e7d,Menlo Park,1,1,2018-12-20,2018-12-20
Townhouse Cocktail Lounge,63d0fa6f,Vallejo,1,1,2021-12-17,2021-12-17
The Hub,23d5c4a7,Colton,1,1,2018-09-09,2018-09-09
Juicefest,53df8b99,Los Angeles,1,1,2020-02-22,2020-02-22
Nuart Theatre,33d4f031,Los Angeles,1,1,2018-09-28,2018-09-28
Pipa Event Center,73d33a29,Winterhaven,1,1,2020-01-17,2020-01-17
Downtown Ale House,43d16b4b,Red Bluff,1,1,2018-09-23,2018-09-23
Pauley Ballroom,73d74ee9,Berkeley,1,1,2020-02-07,2020-02-07
"",3bd294a0,Martinez,1,1,2018-12-18,2018-12-18
"Ruth B. Shannon Center for the Performing Arts, Whittier College",3bd33018,Whittier,1,1,2020-02-01,2020-02-01
O'Malley's Sports Pub,13d20dfd,Mountain View,1,1,2018-09-08,2018-09-08
All That,23d0d033,Los Angeles,1,1,2020-12-17,2020-12-17
Thrillhouse Records,43d25feb,San Francisco,1,1,2018-12-16,2018-12-16
Villa Bonsall,63d31e7f,Bonsall,1,1,2020-03-20,2020-03-20
Grand Avenue,33de28a1,Los Angeles,1,1,2018-09-30,2018-09-30
Anderson Valley Grange,63d3be0b,Boonville,1,1,2020-03-06,2020-03-06
Santa Cruz Mountain Brewery,33d2043d,Santa Cruz,1,1,2018-09-28,2018-09-28
Iron Oaks Winery,73d0e2bd,Paso Robles,1,1,2020-01-26,2020-01-26
Vince's Voracious Venue,23d208c3,Chico,1,1,2018-09-15,2018-09-15
Spot X Studio,3bd36c94,San Diego,1,1,2020-07-22,2020-07-22
"Bret Harte Hall, Roaring Camp Railroads",5bd463c0,Felton,1,1,2018-12-09,2018-12-09
